HSCODE,DESCRIPTION,CD,RD,SD,VAT,AIT,AT,FIXED
68118200,"Arti.of asbestos-cement, of cellu...Not cont.asbestos.Ottr sheets, panels, tile",25,3,0,15,5,5,58.6
68118900,"Arti of asb..Not containing asbestos, NES Other articles",25,3,0,15,5,5,58.6
68128000,Fabricated asbestos fibres; mixtures with a basis of asbestos?.. Of crocidolite,25,3,0,15,5,5,58.6
68129100,"Clothing, clothing accessories, footwear and headgear, Excl. Of crocodile",25,3,0,15,5,5,58.6
68129900,Fabricated asbestos fibres;mixtures with a basis of asbestos or with a basis of,25,3,0,15,5,5,58.6
68132010,Friction material and articles containing asbestos Unfinished,5,0,0,15,5,5,31
68132090,Friction material ans articles Exlcuding unfinished,15,0,0,15,5,5,43
68138100,Friction material and articles thereof ..not Containing asbestos Brake linings,15,0,0,15,5,5,43
68138900,Friction material and articles thereof ..not Containing asbestos Excl. Brake l,15,0,0,15,5,5,43
68141000,"Plates, Sheets And Strips Of Agglomerated Or Reconstituted Mica",5,0,0,15,5,5,31
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
68149000,"Worked Mica And Articles Of Mica, Nes",5,0,0,15,5,5,31
68151100,Articles of stone or of other mineral substance ...Carbon fibres,25,3,0,15,5,5,58.6
68151200,Articles of stone or of other mineral substance ...Fabrics of carbon fibres,25,3,0,15,5,5,58.6
68151300,Articles of stone or of other mineral substance ...Other articles of carbon fibres,25,3,0,15,5,5,58.6
68151900,Articles of stone or of other mineral substance .. NES,25,3,0,15,5,5,58.6
68152000,Articles Of Peat,25,3,0,15,5,5,58.6
68159100,"Articles Containing Magnesite, Dolomite Or Chromite",25,3,0,15,5,5,58.6
68159900,"Articles Of Stone Or Other Mineral Substances, Nes",25,3,0,15,5,5,58.6
69010010,"Bricks, Blocks, Tiles... Of Siliceous Fossil Meals Or Earths",1,0,0,15,5,5,26.2
69010090,"Bricks, Blocks, Tiles... Of Siliceous Fossil Meals Or Earths",5,0,0,15,5,5,31
69021000,"Refractory Bricks, Blocks, Tiles..., >50% Mgo, Cao, Cr2o3",1,0,0,15,5,5,26.2
69022000,"Refractory Bricks, Blocks..., >50% Silica (Sio3) Or Alumina (Al2o3)",1,0,0,15,5,5,26.2
69029000,"Refractory Bricks, Blocks, Tiles, Etc, Nes",10,0,0,15,5,5,37
69031010,"Laboratory Articles, Weight >50% Of Graphite Or Other Carbon Or Of A Mix..",1,0,0,15,5,5,26.2
69031090,"Other Refactory Ceramic Goods,Nes,>50% Of Graphite (Excl.Lab.Articles)....",10,0,0,15,5,5,37
69032010,"Laboratory Articles, >50% Of Alumina (Al203) Or Silica (Sio2)",1,0,0,15,5,5,26.2
69032020,Ceramic roller and alumina ball,1,0,0,15,5,5,26.2
69032030,Alumina liner...Containing by weight more than 50% of alumina (Al2O3) or of a mixtur,10,0,0,15,5,5,37
69032090,"Refactory Ceramic Goods,Nes,>50% Of Alumina(Al203) Or Silica(Ex.Lab.Articl",10,0,0,15,5,5,37
69039010,Ceramic Ingot Moulds,10,0,0,15,5,5,37
69039020,Kiln furniture,1,0,0,15,5,5,26.2
69039090,"Refactory Ceramic Goods, Nes",10,0,0,15,5,5,37
69041000,Ceramic Building Bricks,25,3,10,15,5,5,73.96
69049000,"Ceramic Flooring Blocks, Support Or Filler Tiles And The Like",25,3,10,15,5,5,73.96
69051000,Ceramic Roofing Tiles,25,3,10,15,5,5,73.96
69059000,"Ceramic Chimney-Pots... And Ceramic Constructional Goods,Nes",25,3,10,15,5,5,73.96
69060000,"Ceramic Pipes, Conduits, Guttering And Pipe Fittings",25,3,10,15,5,5,73.96
69072100,Of a water absorption coefficient by weight not exceeding 0.5 %,25,3,60,15,5,5,150.76
69072200,Of a water absorption coefficient by weight not exceeding 0.5 %,25,3,60,15,5,5,150.76
69072300,Of a water absorption coefficient by weight exceeding 10 %,25,3,60,15,5,5,150.76
69073000,"Mosaic cubes and the like, other than those of subheading 6907.40",25,3,60,15,5,5,150.76
69074000,Finishing ceramics,25,3,60,15,5,5,150.76
69091100,"Ceramic Wares For Laboratory... Use, Of Porcelain Or China",1,0,0,15,5,5,26.2
69091200,"Ceramic Wares For Laboratory...Use, Having A Hardness >=9 On The Mohsscale",1,0,0,15,5,5,26.2
69091910,Ceramic Wares For Lab.Use(Excl.Porcelain Or China)Having A Hardness <9mohs,5,0,0,15,5,5,31
69091990,Ceramic Wares For Lab.Use(Excl.Porcelain Or China)Having A Hardness <9mohs,5,0,0,15,5,5,31
69099000,"Ceramic (Agricultural) Troughs, Tubs...; Ceramic Pot, Jars..., Nes",5,0,0,15,5,5,31
69101000,"Ceramic Sinks... And Other Sanitary Fixtures, Of Porcelain Or China",25,3,60,15,5,5,150.76
69109000,"Ceramic Sinks, Wash Basins, Baths... And Other Sanitary Fixtures, Nes",25,3,60,15,5,5,150.76
69111000,"Tableware And Kitchenware, Of Porcelain Or China",25,3,60,15,5,5,150.76
69119000,"Household And Toilet Articles, Nes, Of Porcelain Or China",25,3,60,15,5,5,150.76
69120000,Ceramic Tableware... Other Household Articles (Excl. Porcelain Or China),25,3,60,15,5,5,150.76
69131000,Statuettes And Other Ornamental Articles Of Porcelain Or China,25,3,60,15,5,5,150.76
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
69139000,Statuettes And Other Ornamental Articles (Excl. Porcelain Or China),25,3,60,15,5,5,150.76
69141000,"Ceramic Articles, Nes, Of Porcelain Or China",25,3,60,15,5,5,150.76
69149000,"Ceramic Articles, Nes (Excl. Porcelain Or China)",25,3,60,15,5,5,150.76
70010000,Cullet And Other Waste And Scrap Of Glass; Glass In The Mass,5,0,0,15,5,5,31
70021000,"Balls Of Glass, Unworked",25,3,0,15,5,5,58.6
70022000,"Rods Of Glass, Unworked",25,3,0,15,5,5,58.6
70023110,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,5,0,0,15,5,5,31
70023190,Tubes Of Fused Quartz Or Other Fused Silica (Excl.Neutral Glass Tubes),10,0,0,15,5,5,37
70023200,"Tubes Of Oth.Glass With A Lce =<5x10-6/K,Unworked,Temp.Range 0 Dgc To 300",10,0,0,15,5,5,37
70023910,Neutral Glass Tubes For The Manufacture Of Ampoules And Vials,5,0,0,15,5,5,31
70023920,Flange Tube,25,3,0,15,5,5,58.6
70023990,"Tubes Of Glass, Unworked, Nes",25,3,20,15,5,5,89.32
70031200,"Nonwired Unworked Sheets Cast/Rolled Glass,Coloured,Opacified,Flashed Or..",25,3,20,15,5,5,89.32
70031900,"Non-Wired Unworked Sheets Of Cast/Rolled Glass, Nes",25,3,20,15,5,5,89.32
70032000,Wired Unworked Sheets Of Cast/Rolled Glass,25,3,20,15,5,5,89.32
70033000,Unworked Profiles Of Cast/Rolled Glass,25,3,20,15,5,5,89.32
70042000,"Unworked Drawn/Blown Glass,Coloured,Opacified,Flashed/With Absorbant Layer",25,3,20,15,5,5,89.32
70049000,"Unworked Drawn/Blown Glass (Excl. Coloured, Opacified, Etc)",25,3,20,15,5,5,89.32
70051000,"Nonwired Unworked Sheets Of Float/Ground/Polished Glass,Wth Absorbnt Layer",25,3,45,15,5,5,127.72
70052100,"Non-Wired Unworked Sheets Of Float/Ground/Polished Glass, Coloured...",25,3,45,15,5,5,127.72
70052910,Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,25,3,45,15,5,5,127.72
70052990,Excl. Ultra clear glass imported by VAT registered refrigerator or freezer manf. ind.,25,3,45,15,5,5,127.72
70053000,Wired Unworked Sheets Of Float/Ground/Polished Glass,25,3,45,15,5,5,127.72
70060000,"Glass Of 70.03, 70.04 Or 70.05, Bent, Edge-Worked, Engraved, Etc",25,3,20,15,5,5,89.32
70071100,"Toughened (tempered) safety glass for use in v..., aircraft, spacecraft or vessels:",10,0,0,15,5,5,37
70071910,UL Marked Glass,25,3,20,15,5,5,89.32
70071990,"Toughened (Tempered) Safety Glass, Nes",25,3,20,15,5,5,89.32
70072100,"Laminated safety glass for vehicles, aircraft, etc ...., aircraft, spacecraft or vessels",10,0,0,15,5,5,37
70072900,"Laminated Safety Glass, Nes",25,3,20,15,5,5,89.32
70080000,Multiple-Walled Insulating Units Of Glass,25,3,0,15,5,5,58.6
70091000,"Rear-View Mirrors For Vehicles, Of Glass",25,3,0,15,5,5,58.6
70099110,"Unframed Glass Mirrors, Spherical And Cylindrical Only For Lab Use",5,0,0,15,5,5,31
70099190,Unframed Glass Mirrors (Excl.Spherical & Cylinderical Only For Lab Use),25,3,20,15,5,5,89.32
70099210,"Framed Glass Mirrors,Spherical & Cylindrical Only For Laboratory Use",5,0,0,15,5,5,31
70099290,Framed Glass Mirrors (Excl. Spherical & Cylindrical Only For Lab.Use),25,3,20,15,5,5,89.32
70101000,Glass Ampoules,10,0,0,15,5,5,37
70102000,"Stoppers, Lids And Other Closures Of Glass",5,0,0,15,5,5,31
70109000,"Carboys, bottles, flasks, jars, pots...nes, excl.jar of glass, glass bottles, jar",25,3,20,15,5,5,89.32
70111000,"GLASS ENVELOPES (INCL.BULBS AND TUBES),OPEN AND GLASS PARTS..,FOR ELECTRIC L",25,3,0,15,5,5,58.6
70112000,"Open Glass Envelopes (Incl. Bulbs And Tubes), For Cathode-Ray Tubes",10,0,0,15,5,5,37
70119000,"Open Glass Envelopes (Incl. Bulbs And Tubes), Nes",15,0,0,15,5,5,43
70131000,"Glass-Ceramic Objects, Used For Table, Kitchen..., Nes",25,3,45,15,5,5,127.72
70132200,Glassware...Stemware drinking glasses other than of glass-ceramics of lead crys,25,3,45,15,5,5,127.72
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
70132800,Glassware...Stemware drinking glasses other than of glass-ceramics Excl. of lea,25,3,45,15,5,5,127.72
70133300,"Glassware..Other drinking glasses, other than of glass ceramics Of lead crysta",25,3,45,15,5,5,127.72
70133700,"Glassware..Other drinking glasses, other than of glass ceramics Excl. Of lead",25,3,45,15,5,5,127.72
70134100,Glassware of a kind used for table (other than drinking glasses) Of lead crysta,25,3,45,15,5,5,127.72
70134200,Glassware..(othr than drinking glasses)Of glass having a linear co-effi..=<5x10,25,3,45,15,5,5,127.72
70134900,Glassware ...(othr than dri.glasses) or kit.purposes other than of glass-cerami,25,3,45,15,5,5,127.72
70139100,"Glassware For Toilet, Office, Indoor Decorations, Etc, Of Lead Crystal",25,3,45,15,5,5,127.72
70139910,"Glassware For Toilet, Office, Indoor Decorations, Etc, Nes",25,3,45,15,5,5,127.72
70139990,"Glassware For Toilet, Office, Indoor Decorations, Etc, Nes",25,3,45,15,5,5,127.72
70140000,"Signalling Glassware And Optical Elements Of Glass, Not Optically Worked",10,0,0,15,5,5,37
70151000,"Glasses For Corrective Spectacles, Not Optically Worked",5,0,0,15,5,5,31
70159000,"Clock Or Watch Glasses, Glass For Non-Corrective Spectacles, Etc, Now",5,0,0,15,5,5,31
70161010,"Glass cubes and other glass small wares, whether or not on a backing, for mosaics or s",25,3,20,15,5,5,89.32
70161090,"Glass Cubes And Other Glass Smallwares, For Decorative Purposes",25,3,20,15,5,5,89.32
70169000,"Paving Blocks... Of Glass, For Building Or Construction Purposes, Nes",25,3,20,15,5,5,89.32
70171000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Of Fused Quartz...",5,0,0,15,5,5,31
70172000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Lce =<5x10-6/K",5,0,0,15,5,5,31
70179000,"Laboratory, Hygienic Or Pharmaceutical Glassware, Nes",5,0,0,15,5,5,31
70181000,"Glass Smallware (Incl. Beads, Imitation Pearls/Stones, Etc)",25,3,20,15,5,5,89.32
70182000,Glass Microspheres =<1mm In Diameter,25,3,0,15,5,5,58.6
70189000,"Glass Statuettes And Other Ornaments Of Lamp-Worked Glass, Nes",25,3,0,15,5,5,58.6
70191100,"Chopped Strands Of Glass Fibres, Of A Length <= 50 Mm",10,0,0,15,5,5,37
70191200,Rovings Of Glass Fibres,10,0,0,15,5,5,37
70191300,"Other yarn, slivers",10,0,0,15,5,5,37
70191400,Mechanically bonded mats,25,3,0,15,5,5,58.6
70191500,Chemically bonded mats,25,3,0,15,5,5,58.6
70191900,"OTH. YARN AND STRANDS, EXCL.(CHOPPED STRANDS, OF A LENGTH OF NOT >50MM, R",10,0,0,15,5,5,37
70196110,Closed woven fabrics of roving,5,0,0,15,5,5,31
70196190,Closed woven fabrics of roving,10,0,0,15,5,5,37
70196210,Other closed fabrics of roving,5,0,0,15,5,5,31
70196290,"Other closed fabrics of roving, ExcludingImp. by Ind. IRC holder VAT compliant bio-g",10,0,0,15,5,5,37
70196300,"Closed woven fabrics, plain weave, of yarns, not coated or laminated",10,0,0,15,5,5,37
70196400,"Closed woven fabrics, plain weave, of yarns, coated or laminated",10,0,0,15,5,5,37
70196510,Open woven fabrics of a width not exceeding 30 cm,5,0,0,15,5,5,31
70196590,Open woven fabrics of a width not exceeding 30 cm,10,0,0,15,5,5,37
70196610,Open woven fabrics of a width exceeding 30 cm,5,0,0,15,5,5,31
70196690,Open woven fabrics of a width exceeding 30 cm,10,0,0,15,5,5,37
70196910,Other,5,0,0,15,5,5,31
70196990,Other,10,0,0,15,5,5,37
70197110,Glass fiber in sheet form,25,3,0,15,5,5,58.6
70197190,Chemically bonded fabrics : Veils (thin sheets)(Excl Glass Fib..),25,3,0,15,5,5,58.6
70197200,Other closed fabrics,25,3,0,15,5,5,58.6
70197300,Other open fabrics,25,3,0,15,5,5,58.6
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
70198000,Glass wool and articles of glass wool,25,3,0,15,5,5,58.6
70199010,ARTICLES OF GLASS FIBRE,10,0,0,15,5,5,37
70199020,LP gas cylinder capacity below 5000 litres,5,0,0,0,5,5,15.25
70199030,Biogas digester,1,0,0,0,5,5,11.05
70199090,"Other Article of Glass Fibre,nes",10,0,0,15,5,5,37
70200010,"Other articles of glass, Glass inners for vacuum flasks or for other vacuum ves",10,0,0,15,5,5,37
70200090,"Other articles of glass, Excl. Glass inners for vacuum flasks or for other vac",25,3,0,15,5,5,58.6
71011000,"Natural Pearls (Excl. Strung, Mounted Or Set)",5,0,0,15,5,5,31
71012100,"Unworked Cultured Pearls, (Excl. Strung, Mounted Or Set)",5,0,0,15,5,5,31
71012200,"Worked Cultured Pearls, (Excl. Strung, Mounted Or Set)",5,0,0,15,5,5,31
71021000,Unsorted Diamonds,25,3,20,15,5,5,89.32
71022100,"Industrial Diamonds Unworked Or Simply Sawn, Cleaved Or Bruted",25,3,0,0,0,5,34.4
71022900,"Industrial Diamonds, Notmounted Or Set, Nes",25,3,0,15,5,5,58.6
71023100,"Non-Industrial Diamonds Unworked Or Simply Sawn, Cleaved Or Bruted",25,3,20,15,5,5,89.32
71023900,"Non-Industrial Diamonds, Not Mounted Or Set, Nes",25,3,60,15,5,5,150.76
71031000,"Precious (Excl. Diamonds) Or Semi-Precious Stones, Unworked",5,0,0,15,5,5,31
71039100,"Rubies, Sapphires And Emeralds, Worked But Not Set...",5,0,0,15,5,5,31
71039900,"Precious Or Semi-Precious Stones, Worked But Not Set..., Nes",5,0,0,15,5,5,31
71041000,Piezo-Electric Quartz,5,0,0,15,5,5,31
71042100,"Other, unworked or simply sawn or roughly shaped : Diamonds",5,0,0,15,5,5,31
71042900,"Other, unworked or simply sawn or roughly shaped : Excluding Diamonds",5,0,0,15,5,5,31
71049100,Other Diamonds,5,0,0,15,5,5,31
71049900,Other Excluding Diamond,5,0,0,15,5,5,31
71051000,Dust And Powder Of Diamonds,10,0,0,15,5,5,37
71059000,"Dust... Of Natural Or Synthetic Precious Or Semi-Precious Stones, Nes",10,0,0,15,5,5,37
71061000,Powder Of Silver,5,0,0,15,5,5,31
71069100,Unwrought Silver (Incl. Silver Plated With Gold Or Platinum),6,0,0,15,5,5,32.2
71069200,Semi-Manufactured Silver (Incl. Silver Plated With Gold Or Platinum),6,0,0,15,5,5,
71070000,"Base Metals Clad With Silver, Not Further Worked Then Semi-Manufactured",10,0,0,15,5,5,37
71081100,"Powder Of Gold, Non-Monetary",10,0,0,15,5,5,37
71081210,Gold dores,10,0,0,0,0,0,10
71081290,"Unwrought Gold (Incl. Gold Plated With Platinum), Non-Monetary",2000,0,0,0,0,0,
71081300,"Semi-Manufactured Gold (Incl. Gold Plated With Platinum), Non-Monetary",2000,0,0,0,0,0,
71082000,Monetary Gold,10,0,0,15,5,5,37
71090000,"Base Metals Or Silver, Clad With Gold, Up To Semi-Manufactured",10,0,0,15,5,5,37
71101100,Platinum Unwrought Or In Powder Form,10,0,0,15,5,5,37
71101900,Platinum In Semi-Manufactured Forms,10,0,0,15,5,5,37
71102100,"Palladium, Unwrought Or In Powder Form",10,0,0,15,5,5,37
71102900,Palladium In Semi-Manufactured Forms,10,0,0,15,5,5,37
71103100,"Rhodium, Unwrought Or In Powder Form",10,0,0,15,5,5,37
71103900,Rhodium In Semi-Manufactured Forms,10,0,0,15,5,5,37
71104100,"Iridium, Osmium And Ruthenium, Unwrought Or In Powder Form",10,0,0,15,5,5,37
71104900,"Iridium, Osmium And Ruthenium, In Semi-Manufactured Forms",10,0,0,15,5,5,37
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
71110000,"Base Metals, Silver Or Gold, Clad With Platinum, Up To Semi-Manufactured",10,0,0,15,5,5,37
71123000,ASH CONTAINING PRECIOUS METAL OR PRECIOUS COMPOUNDS,5,0,0,15,5,5,31
71129100,"WASTE AND SCRAP OF GOLD,INCL. METAL CLAD..SWEEPINGS CONT. OTH. PREC. META",5,0,0,15,5,5,31
71129200,"WASTE & SCRAP OF PLATINUM,INCL.METAL CLAD WITH...OTHER PRECIOUS METALS",5,0,0,15,5,5,31
71129900,"WASTE/SCRAP WITH PLATINUM BUT EXCL.SWEEPINGS CONT.OTH.PRECIOUS METAL, N",5,0,0,15,5,5,31
71131100,Articles Of Jewellery And Parts Thereof Of Silver,25,3,0,15,5,5,58.6
71131900,Articles Of Jewellery And Parts Thereof Of Precious Metal (Excl. Silver),25,3,0,15,5,5,58.6
71132000,Articles Of Jewellery... Of Base Metal Clad With Precious Metal,25,3,0,15,5,5,58.6
71141100,Articles Of Goldsmiths' Or Silversmiths' Wares Of Silver,25,3,0,15,5,5,58.6
71141900,"Articles Of Goldsmiths' Or Silversmiths' Wares Of Precious Metals, Nes",25,3,0,15,5,5,58.6
71142000,Articles Of Goldsmiths'... Wares Of Base Metal Clad With Precious Metal,25,3,0,15,5,5,58.6
71151000,"Catalysts In The Form Of Wire Cloth Or Grill, Of Platinum",25,3,0,15,5,5,58.6
71159000,"OTH. ARTICLES OF PRECIOUS METAL OR OF.., EXCL. CATALYSTS IN THE FORM OF WIRE",25,3,0,15,5,5,58.6
71161000,Articles Of Natural Or Cultured Pearls,25,3,0,15,5,5,58.6
71162000,Articles Of Precious Or Semi-Precious Stones (Excl. Pearls),25,3,0,15,5,5,58.6
71171100,Cuff-Links And Studs Of Base Metal (Incl. Plated),25,3,20,15,5,5,89.32
71171900,"Imitation Jewellery Of Base Metal (Incl. Plated), Nes",25,3,20,15,5,5,89.32
71179000,Imitation Jewellery (Excl. Of Base Metal),25,3,20,15,5,5,89.32
71181000,"Coin, Not Being Legal Tender (Excl. Gold Coin)",25,3,0,15,5,5,58.6
71189010,Coin For Use As Legal Tender In Bangladesh Imported By Or On Behalf Of ...,5,0,0,15,5,5,31
71189090,Other Coin (Not For Use As Legal Tender In Bangladesh Imported By Or On..),25,3,0,15,5,5,58.6
72011000,"Non-Alloy Pig Iron Containing, =<0.5% Phosphorus, In Pigs, Blocks",0,0,0,1200,5,5,"1,210.00"
72012000,"Non-Alloy Pig Iron Containing, >0.5% Phosphorus, In Pigs, Blocks",0,0,0,1200,5,5,"1,210.00"
72015000,"Alloy Pig Iron;Spiegeleisen; In Pigs, Blocks Or Other Primary Forms",0,0,0,1200,5,5,"1,210.00"
72021100,"Ferro-Manganese, Containing By Weight >2% Carbon",0,15,0,15,5,5,43
72021900,"Ferro-Manganese, Containing By Weight =<2% Carbon",5,0,0,15,5,5,31
72022100,"Ferro-Silicon, Containing By Weight >55% Silicon",0,15,0,15,5,5,43
72022900,"Ferro-Silicon, Containing By Weight =<55% Silicon",5,0,0,15,5,5,31
72023000,Ferro-Silico-Manganese,0,15,0,15,5,5,43
72024100,"Ferro-Chromium, Containing By Weight >4% Carbon",5,0,0,15,5,5,31
72024900,"Ferro-Chromium, Containing By Weight =<4% Carbon",5,0,0,15,5,5,31
72025000,Ferro-Silico-Chromium,5,0,0,15,5,5,31
72026000,Ferro-Nickel,5,0,0,15,5,5,31
72027000,Ferro-Molybdenum,5,0,0,15,5,5,31
72028000,Ferro-Tungsten And Ferro-Silico-Tungsten,5,0,0,15,5,5,31
72029100,Ferro-Titanium And Ferro-Silico-Titanium,5,0,0,15,5,5,31
72029200,Ferro-Vanadium,5,0,0,15,5,5,31
72029300,Ferro-Niobium,5,0,0,15,5,5,31
72029900,"Ferro-Alloys, Nes",5,0,0,15,5,5,31
72031000,"Ferrous Products Obtained By Direct Reduction Of Iron Ore, In Lumps...",0,0,0,1000,600,5,"1,605.00"
72039000,"Spongy Ferrous Products, Nes, And 99.94% Pure Iron, In Lumps, Pellets...",0,0,0,1000,600,5,"1,605.00"
72041000,Waste and scrap of cast iron,0,0,0,1800,600,5,"2,405.00"
72042100,Waste and scrap of stainless steel,0,0,0,600,600,5,"1,205.00"
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
72042900,Waste and scrap of alloy steel (excl. stainless),0,0,0,1800,600,5,"2,405.00"
72043000,Waste and scrap of tinned iron or steel,0,0,0,1800,600,5,"2,405.00"
72044100,"Turnings, Shavings, Chips, Milling Waste... Of Iron Or Steel, Nes",0,0,0,1800,600,5,"2,405.00"
72044900,"Ferrous waste and scrap, nes",0,0,0,1800,600,5,"2,405.00"
72045000,Remelting Scrap Ingots,0,0,0,1800,600,5,"2,405.00"
72051000,"Granules, Of Pig Iron, Spiegelelsen, Iron Or Steel",5,0,0,0,5,5,15.25
72052100,Powders Of Alloy Steel,5,0,0,0,5,5,15.25
72052900,"Powders Of Pig Iron, Spiegeleisen, Iron Or Steel (Excl. Alloy Steel)",5,0,0,0,5,5,15.25
72061000,"Ingots Of Iron And Non-Alloy Steel, Nes",0,20,0,0,500,5,526
72069000,"Iron And Non-Alloy Steel, In Primary Forms (Excl. Ingots), Nes",0,20,0,0,5,5,31
72071100,"Semi-Products Of Iron/Steel, <0.25% Carbon, Of Squarish Section",0,20,0,15,500,5,544
72071200,"Semi-Products Of Iron/Steel, <0.25% Carbon, Of Rectangular Section",0,20,0,15,500,5,544
72071900,"Semi-Products Of Iron Or Non-Alloy Steel, <0.25% Carbon, Nes",0,20,0,15,500,5,544
72072000,"Semi-Products Of Iron Or Non-Alloy Steel, >=0.25% Carbon",0,20,0,15,500,5,544
72081000,"In coils, not further worked than hot rolled, with patterns in relief",10,0,0,15,5,5,37
72082500,Of a thickness of 4.75 mm or more,10,0,0,15,5,5,37
72082600,Of a thickness of 3 mm or more but less than 4.75 mm,10,0,0,15,5,5,37
72082700,Flat/hot-rolled iron/steel of a thickness of less than 3 mm,10,0,0,15,5,5,37
72083600,Of a thickness exceeding 10 mm,10,0,0,15,5,5,37
72083700,Of a thickness of 4.75 mm or more but not exceeding 10 mm,10,0,0,15,5,5,37
72083800,Of a thickness of 3 mm or more but less than 4.75 mm,10,0,0,15,5,5,37
72083900,Of a thickness of less than 3 mm,10,0,0,15,5,5,37
72084000,"Not in coils, not further worked than hot rolled, with patterns in relief",10,0,0,15,5,5,37
72085100,Of a thickness exceeding 10 mm,10,0,0,15,5,5,37
72085200,Of a thickness of 4.75 mm or more but not exceeding 10 mm,10,0,0,15,5,5,37
72085300,Of a thickness of 3 mm or more but less than 4.75 mm,10,0,0,15,5,5,37
72085400,Of a thickness of less than 3 mm,10,0,0,15,5,5,37
72089000,Other,10,0,0,15,5,5,37
72091500,"Flat/Cold-Rolled Iron/Steel, In Coils, Width >=600mm, >=3mm Thick",10,0,0,15,5,5,37
72091610,COLD ROLLED STEEL SHEET..Of a thickness exceeding 1 mm but less than 3 mm,10,0,0,15,5,5,37
72091690,"Flat/Cold-Rolled Iron/Steel, In Coils, Width >=600mm, >1mm But <3mm Thick",10,0,0,15,5,5,37
72091710,Cold rolled steel sheet....Of a thickness of 0.5 mm or more but not exceeding 1 mm,10,0,0,15,5,5,37
72091790,"Flat/Coldrolled Iron/Steel,In Coils,Width >=600mm, >=0.5mm But <=1mm Thick",10,0,0,15,5,5,37
72091800,Flat roll Prod. in coil not Fut. work.. Cold roll thickness <.5mm,25,3,0,15,5,5,58.6
72092500,"Flat/Cold-Rolled Iron/Steel, Not In Coils, Width >=600mm, >=3mm Thick",10,0,0,15,5,5,37
72092600,"Flat/Cold-Rolled Iron/Steel,Not In Coils,Width>=600mm, >1mm But<3mm Thick",10,0,0,15,5,5,37
72092700,"Flat/Coldrolled Iron/Steel,Not In Coils,Wid>=600mm,>=0.5mm But <=1mm Thick",10,0,0,15,5,5,37
72092800,"Flat/Cold-Rolled Iron/Steel, Not In Coils, Width >=600mm, < 0.5mm Thick",10,0,0,15,5,5,37
72099000,"Flat/Coldrolled Iron/Non-Alloy Steel,Wid>=600mm,Not Clad,Plated/Coated Nes",10,0,0,15,5,5,37
72101100,"Flatrolled Iron/Steel, Width>=600mm, >= 0.5mm Thick,Clad,Plated...With Tin",25,10,0,15,5,5,67
72101200,"Flat-Rolled Iron/Steel, Width >=600mm, <0.5mm Thick, Plated... With Tin",10,0,0,15,5,5,37
72102000,"Flat-Rolled Iron/Steel,Width>=600mm,Plated/Coated With Lead,Inc.Terneplate",25,10,0,15,5,5,67
72103000,Electrolytically plated or coated with zinc,25,10,0,15,5,5,67
,,,,,,,,
HSCODE,TARRIFF_DESCRIPTION,CD,RD,SD,VAT,AIT,AT,TTI
72104100,"Flatrolld Iron/Steel,Wid.>=600mm,Plated Wth Zinc(Exc.Electroplatd)Corrugtd",25,3,0,15,5,5,58.6
72104910,Flat rolled prod. of a thickness => 0.4 mm Imp.VAT reg. Refri. & Pre. Fab.bu.Industry,25,3,0,15,5,5,58.6
72104990,"Flat rolled products, NES",25,10,0,15,5,5,67
72105000,"Rolled Iron/Steel,Width>=600mm,Plated With Chromium Oxides/Cr. & Cr Oxides",10,0,0,15,5,5,37
72106110,Of a thickness of 0.25mm or more Imp by Ind.IRC VAT Compliant cont. color coating lin,25,3,0,15,5,5,58.6
72106120,PLATED OR COATED WITH ALU.ZINC ALLOYS Of a thickness of 1.0 mm or more,25,3,0,15,5,5,58.6
72106190,"Ro.Iron/Steel,..Excl. thi.=< 0.4 mm imp.by reg. & pre-fabr. building mfg industry",25,3,0,15,5,5,58.6
72106910,Other plated or coated Of a thickness of 0.4 mm or more,25,3,0,15,5,5,58.6
72106920,PLATED OR COATED WITH ALUMNIUM Of a thickness of 1.0 mm or more,25,3,0,15,5,5,58.6
72106990,"Ro.Iron/Steel,Of a thi. 0.4 mm or more Excl. imp.by reg. & pre-fabr. Buil. mfg ind.",25,10,0,15,5,5,67
72107010,Of a thickness of 0.3 mm or more,25,3,0,15,5,5,58.6
72107020,"Painted, varnished or coated with plastics a Of a thickness of 1.0 mm or more",25,3,0,15,5,5,58.6
72107030,"Painted, varnished or coated with plastics Of a thickness of more than 1.0 mm",25,10,0,15,5,5,67
72107091,"Printed sheet..Other painted, varnished or coated with plastics",25,3,0,15,5,5,58.6
72107099,"Other painted, varnished or coated with plastics",25,3,0,15,5,5,58.6
